os,arch,extended,version,filename
freebsd,arm,noEx,0.71.1,hugo_0.71.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.71.1,hugo_0.71.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.71.1,hugo_0.71.1_Linux-64bit.tar.gz
linux,arm,noEx,0.71.1,hugo_0.71.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.71.1,hugo_0.71.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.71.1,hugo_0.71.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.71.1,hugo_0.71.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.71.1,hugo_0.71.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.71.1,hugo_0.71.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.71.1,hugo_0.71.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.71.1,hugo_0.71.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.71.1,hugo_0.71.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.71.1,hugo_0.71.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.71.1,hugo_extended_0.71.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.71.1,hugo_extended_0.71.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.71.0,hugo_0.71.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.71.0,hugo_0.71.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.71.0,hugo_0.71.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.71.0,hugo_0.71.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.71.0,hugo_0.71.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.71.0,hugo_0.71.0_Linux-64bit.tar.gz
linux,arm,noEx,0.71.0,hugo_0.71.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.71.0,hugo_0.71.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.71.0,hugo_0.71.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.71.0,hugo_0.71.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.71.0,hugo_0.71.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.71.0,hugo_0.71.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.71.0,hugo_0.71.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.71.0,hugo_0.71.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.71.0,hugo_0.71.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.71.0,hugo_0.71.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.71.0,hugo_extended_0.71.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.71.0,hugo_extended_0.71.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.70.0,hugo_0.70.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.70.0,hugo_0.70.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.70.0,hugo_0.70.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.70.0,hugo_0.70.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.70.0,hugo_0.70.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.70.0,hugo_0.70.0_Linux-64bit.tar.gz
linux,arm,noEx,0.70.0,hugo_0.70.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.70.0,hugo_0.70.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.70.0,hugo_0.70.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.70.0,hugo_0.70.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.70.0,hugo_0.70.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.70.0,hugo_0.70.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.70.0,hugo_0.70.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.70.0,hugo_0.70.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.70.0,hugo_0.70.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.70.0,hugo_0.70.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.70.0,hugo_extended_0.70.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.70.0,hugo_extended_0.70.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.69.2,hugo_0.69.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.69.2,hugo_0.69.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.69.2,hugo_0.69.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.69.2,hugo_0.69.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.69.2,hugo_0.69.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.69.2,hugo_0.69.2_Linux-64bit.tar.gz
linux,arm,noEx,0.69.2,hugo_0.69.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.69.2,hugo_0.69.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.69.2,hugo_0.69.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.69.2,hugo_0.69.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.69.2,hugo_0.69.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.69.2,hugo_0.69.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.69.2,hugo_0.69.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.69.2,hugo_0.69.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.69.2,hugo_0.69.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.69.2,hugo_0.69.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.69.2,hugo_extended_0.69.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.69.2,hugo_extended_0.69.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.69.1,hugo_0.69.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.69.1,hugo_0.69.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.69.1,hugo_0.69.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.69.1,hugo_0.69.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.69.1,hugo_0.69.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.69.1,hugo_0.69.1_Linux-64bit.tar.gz
linux,arm,noEx,0.69.1,hugo_0.69.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.69.1,hugo_0.69.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.69.1,hugo_0.69.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.69.1,hugo_0.69.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.69.1,hugo_0.69.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.69.1,hugo_0.69.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.69.1,hugo_0.69.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.69.1,hugo_0.69.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.69.1,hugo_0.69.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.69.1,hugo_0.69.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.69.1,hugo_extended_0.69.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.69.1,hugo_extended_0.69.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.69.0,hugo_0.69.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.69.0,hugo_0.69.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.69.0,hugo_0.69.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.69.0,hugo_0.69.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.69.0,hugo_0.69.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.69.0,hugo_0.69.0_Linux-64bit.tar.gz
linux,arm,noEx,0.69.0,hugo_0.69.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.69.0,hugo_0.69.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.69.0,hugo_0.69.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.69.0,hugo_0.69.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.69.0,hugo_0.69.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.69.0,hugo_0.69.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.69.0,hugo_0.69.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.69.0,hugo_0.69.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.69.0,hugo_0.69.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.69.0,hugo_0.69.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.69.0,hugo_extended_0.69.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.69.0,hugo_extended_0.69.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.68.3,hugo_0.68.3_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.68.3,hugo_0.68.3_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.68.3,hugo_0.68.3_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.68.3,hugo_0.68.3_FreeBSD-ARM.tar.gz
linux,386,noEx,0.68.3,hugo_0.68.3_Linux-32bit.tar.gz
linux,amd64,noEx,0.68.3,hugo_0.68.3_Linux-64bit.tar.gz
linux,arm,noEx,0.68.3,hugo_0.68.3_Linux-ARM.tar.gz
linux,arm64,noEx,0.68.3,hugo_0.68.3_Linux-ARM64.tar.gz
darwin,386,noEx,0.68.3,hugo_0.68.3_macOS-32bit.tar.gz
darwin,amd64,noEx,0.68.3,hugo_0.68.3_macOS-64bit.tar.gz
netbsd,386,noEx,0.68.3,hugo_0.68.3_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.68.3,hugo_0.68.3_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.68.3,hugo_0.68.3_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.68.3,hugo_0.68.3_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.68.3,hugo_0.68.3_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.68.3,hugo_0.68.3_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.68.3,hugo_extended_0.68.3_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.68.3,hugo_extended_0.68.3_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.68.2,hugo_0.68.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.68.2,hugo_0.68.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.68.2,hugo_0.68.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.68.2,hugo_0.68.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.68.2,hugo_0.68.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.68.2,hugo_0.68.2_Linux-64bit.tar.gz
linux,arm,noEx,0.68.2,hugo_0.68.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.68.2,hugo_0.68.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.68.2,hugo_0.68.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.68.2,hugo_0.68.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.68.2,hugo_0.68.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.68.2,hugo_0.68.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.68.2,hugo_0.68.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.68.2,hugo_0.68.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.68.2,hugo_0.68.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.68.2,hugo_0.68.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.68.2,hugo_extended_0.68.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.68.2,hugo_extended_0.68.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.68.1,hugo_0.68.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.68.1,hugo_0.68.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.68.1,hugo_0.68.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.68.1,hugo_0.68.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.68.1,hugo_0.68.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.68.1,hugo_0.68.1_Linux-64bit.tar.gz
linux,arm,noEx,0.68.1,hugo_0.68.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.68.1,hugo_0.68.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.68.1,hugo_0.68.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.68.1,hugo_0.68.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.68.1,hugo_0.68.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.68.1,hugo_0.68.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.68.1,hugo_0.68.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.68.1,hugo_0.68.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.68.1,hugo_0.68.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.68.1,hugo_0.68.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.68.1,hugo_extended_0.68.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.68.1,hugo_extended_0.68.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.68.0,hugo_0.68.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.68.0,hugo_0.68.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.68.0,hugo_0.68.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.68.0,hugo_0.68.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.68.0,hugo_0.68.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.68.0,hugo_0.68.0_Linux-64bit.tar.gz
linux,arm,noEx,0.68.0,hugo_0.68.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.68.0,hugo_0.68.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.68.0,hugo_0.68.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.68.0,hugo_0.68.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.68.0,hugo_0.68.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.68.0,hugo_0.68.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.68.0,hugo_0.68.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.68.0,hugo_0.68.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.68.0,hugo_0.68.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.68.0,hugo_0.68.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.68.0,hugo_extended_0.68.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.68.0,hugo_extended_0.68.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.67.1,hugo_0.67.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.67.1,hugo_0.67.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.67.1,hugo_0.67.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.67.1,hugo_0.67.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.67.1,hugo_0.67.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.67.1,hugo_0.67.1_Linux-64bit.tar.gz
linux,arm,noEx,0.67.1,hugo_0.67.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.67.1,hugo_0.67.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.67.1,hugo_0.67.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.67.1,hugo_0.67.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.67.1,hugo_0.67.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.67.1,hugo_0.67.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.67.1,hugo_0.67.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.67.1,hugo_0.67.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.67.1,hugo_0.67.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.67.1,hugo_0.67.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.67.1,hugo_extended_0.67.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.67.1,hugo_extended_0.67.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.67.0,hugo_0.67.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.67.0,hugo_0.67.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.67.0,hugo_0.67.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.67.0,hugo_0.67.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.67.0,hugo_0.67.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.67.0,hugo_0.67.0_Linux-64bit.tar.gz
linux,arm,noEx,0.67.0,hugo_0.67.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.67.0,hugo_0.67.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.67.0,hugo_0.67.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.67.0,hugo_0.67.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.67.0,hugo_0.67.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.67.0,hugo_0.67.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.67.0,hugo_0.67.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.67.0,hugo_0.67.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.67.0,hugo_0.67.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.67.0,hugo_0.67.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.67.0,hugo_extended_0.67.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.67.0,hugo_extended_0.67.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.66.0,hugo_0.66.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.66.0,hugo_0.66.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.66.0,hugo_0.66.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.66.0,hugo_0.66.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.66.0,hugo_0.66.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.66.0,hugo_0.66.0_Linux-64bit.tar.gz
linux,arm,noEx,0.66.0,hugo_0.66.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.66.0,hugo_0.66.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.66.0,hugo_0.66.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.66.0,hugo_0.66.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.66.0,hugo_0.66.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.66.0,hugo_0.66.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.66.0,hugo_0.66.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.66.0,hugo_0.66.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.66.0,hugo_0.66.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.66.0,hugo_0.66.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.66.0,hugo_extended_0.66.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.66.0,hugo_extended_0.66.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.65.3,hugo_0.65.3_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.65.3,hugo_0.65.3_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.65.3,hugo_0.65.3_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.65.3,hugo_0.65.3_FreeBSD-ARM.tar.gz
linux,386,noEx,0.65.3,hugo_0.65.3_Linux-32bit.tar.gz
linux,amd64,noEx,0.65.3,hugo_0.65.3_Linux-64bit.tar.gz
linux,arm,noEx,0.65.3,hugo_0.65.3_Linux-ARM.tar.gz
linux,arm64,noEx,0.65.3,hugo_0.65.3_Linux-ARM64.tar.gz
darwin,386,noEx,0.65.3,hugo_0.65.3_macOS-32bit.tar.gz
darwin,amd64,noEx,0.65.3,hugo_0.65.3_macOS-64bit.tar.gz
netbsd,386,noEx,0.65.3,hugo_0.65.3_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.65.3,hugo_0.65.3_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.65.3,hugo_0.65.3_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.65.3,hugo_0.65.3_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.65.3,hugo_0.65.3_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.65.3,hugo_0.65.3_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.65.3,hugo_extended_0.65.3_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.65.3,hugo_extended_0.65.3_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.65.2,hugo_0.65.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.65.2,hugo_0.65.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.65.2,hugo_0.65.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.65.2,hugo_0.65.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.65.2,hugo_0.65.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.65.2,hugo_0.65.2_Linux-64bit.tar.gz
linux,arm,noEx,0.65.2,hugo_0.65.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.65.2,hugo_0.65.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.65.2,hugo_0.65.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.65.2,hugo_0.65.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.65.2,hugo_0.65.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.65.2,hugo_0.65.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.65.2,hugo_0.65.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.65.2,hugo_0.65.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.65.2,hugo_0.65.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.65.2,hugo_0.65.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.65.2,hugo_extended_0.65.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.65.2,hugo_extended_0.65.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.65.1,hugo_0.65.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.65.1,hugo_0.65.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.65.1,hugo_0.65.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.65.1,hugo_0.65.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.65.1,hugo_0.65.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.65.1,hugo_0.65.1_Linux-64bit.tar.gz
linux,arm,noEx,0.65.1,hugo_0.65.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.65.1,hugo_0.65.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.65.1,hugo_0.65.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.65.1,hugo_0.65.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.65.1,hugo_0.65.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.65.1,hugo_0.65.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.65.1,hugo_0.65.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.65.1,hugo_0.65.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.65.1,hugo_0.65.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.65.1,hugo_0.65.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.65.1,hugo_extended_0.65.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.65.1,hugo_extended_0.65.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.65.0,hugo_0.65.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.65.0,hugo_0.65.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.65.0,hugo_0.65.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.65.0,hugo_0.65.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.65.0,hugo_0.65.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.65.0,hugo_0.65.0_Linux-64bit.tar.gz
linux,arm,noEx,0.65.0,hugo_0.65.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.65.0,hugo_0.65.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.65.0,hugo_0.65.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.65.0,hugo_0.65.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.65.0,hugo_0.65.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.65.0,hugo_0.65.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.65.0,hugo_0.65.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.65.0,hugo_0.65.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.65.0,hugo_0.65.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.65.0,hugo_0.65.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.65.0,hugo_extended_0.65.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.65.0,hugo_extended_0.65.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.64.1,hugo_0.64.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.64.1,hugo_0.64.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.64.1,hugo_0.64.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.64.1,hugo_0.64.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.64.1,hugo_0.64.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.64.1,hugo_0.64.1_Linux-64bit.tar.gz
linux,arm,noEx,0.64.1,hugo_0.64.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.64.1,hugo_0.64.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.64.1,hugo_0.64.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.64.1,hugo_0.64.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.64.1,hugo_0.64.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.64.1,hugo_0.64.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.64.1,hugo_0.64.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.64.1,hugo_0.64.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.64.1,hugo_0.64.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.64.1,hugo_0.64.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.64.1,hugo_extended_0.64.1_Linux-64bit.tar.gz
